Date,AQI,Rainfall,Temp,Humidity,AQI_lag1,AQI_lag2,AQI_lag3,AQI_lag4,AQI_lag5,AQI_lag6,AQI_lag7,Rainfall_lag1,Rainfall_lag2,Rainfall_lag3,Temp_lag1,Temp_lag2,Temp_lag3,Humidity_lag1,Humidity_lag2,Humidity_lag3,AQI_rolling_3day_avg,AQI_rolling_7day_avg,Temp_rolling_3day_avg
2023-05-12,116.29,0.0,34.42,56.04,101.22,125.05,125.8,97.71,128.79,121.95,117.83,1.36,2.55,1.2,30.87,33.32,35.1,71.52,66.67,69.25,114.18666666666665,116.68714285714285,32.87
2023-05-13,128.54,0.97,33.8,58.71,116.29,101.22,125.05,125.8,97.71,128.79,121.95,0.0,1.36,2.55,34.42,30.87,33.32,56.04,71.52,66.67,115.34999999999997,117.62857142857142,33.03
2023-05-14,121.64,1.75,34.8,63.06,128.54,116.29,101.22,125.05,125.8,97.71,128.79,0.97,0.0,1.36,33.8,34.42,30.87,58.71,56.04,71.52,122.15666666666664,116.60714285714286,34.339999999999996
2023-05-15,123.54,1.89,32.87,62.81,121.64,128.54,116.29,101.22,125.05,125.8,97.71,1.75,0.97,0.0,34.8,33.8,34.42,63.06,58.71,56.04,124.57333333333331,120.29714285714284,33.82333333333333
2023-05-16,117.84,1.1,31.96,54.68,123.54,121.64,128.54,116.29,101.22,125.05,125.8,1.89,1.75,0.97,32.87,34.8,33.8,62.81,63.06,58.71,121.00666666666665,119.16,33.21
2023-05-17,121.17,0.02,31.39,61.1,117.84,123.54,121.64,128.54,116.29,101.22,125.05,1.1,1.89,1.75,31.96,32.87,34.8,54.68,62.81,63.06,120.84999999999998,118.60571428571428,32.07333333333333
2023-05-18,127.99,0.0,32.34,56.77,121.17,117.84,123.54,121.64,128.54,116.29,101.22,0.02,1.1,1.89,31.39,31.96,32.87,61.1,54.68,62.81,122.3333333333333,122.42999999999999,31.896666666666665
2023-05-19,99.55,2.14,34.38,65.67,127.99,121.17,117.84,123.54,121.64,128.54,116.29,0.0,0.02,1.1,32.34,31.39,31.96,56.77,61.1,54.68,116.23666666666664,120.03857142857144,32.70333333333334
2023-05-20,115.94,2.46,33.79,59.2,99.55,127.99,121.17,117.84,123.54,121.64,128.54,2.14,0.0,0.02,34.38,32.34,31.39,65.67,56.77,61.1,114.4933333333333,118.23857142857142,33.50333333333334
2023-05-21,116.59,0.0,33.59,61.03,115.94,99.55,127.99,121.17,117.84,123.54,121.64,2.46,2.14,0.0,33.79,34.38,32.34,59.2,65.67,56.77,110.69333333333331,117.51714285714286,33.92
2023-05-22,124.81,0.1,34.55,46.42,116.59,115.94,99.55,127.99,121.17,117.84,123.54,0.0,2.46,2.14,33.59,33.79,34.38,61.03,59.2,65.67,119.1133333333333,117.69857142857143,33.97666666666667
2023-05-23,126.21,0.86,32.14,62.54,124.81,116.59,115.94,99.55,127.99,121.17,117.84,0.1,0.0,2.46,34.55,33.59,33.79,46.42,61.03,59.2,122.53666666666663,118.89428571428572,33.42666666666667
2023-05-24,117.83,0.0,33.91,61.51,126.21,124.81,116.59,115.94,99.55,127.99,121.17,0.86,0.1,0.0,32.14,34.55,33.59,62.54,46.42,61.03,122.94999999999997,118.41714285714286,33.53333333333333
2023-05-25,119.26,1.24,32.94,52.34,117.83,126.21,124.81,116.59,115.94,99.55,127.99,0.0,0.86,0.1,33.91,32.14,34.55,61.51,62.54,46.42,121.09999999999998,117.17,32.99666666666666
2023-05-26,120.64,0.82,33.28,60.01,119.26,117.83,126.21,124.81,116.59,115.94,99.55,1.24,0.0,0.86,32.94,33.91,32.14,52.34,61.51,62.54,119.2433333333333,120.18285714285715,33.376666666666665
2023-05-27,137.11,0.0,32.13,62.37,120.64,119.26,117.83,126.21,124.81,116.59,115.94,0.82,1.24,0.0,33.28,32.94,33.91,60.01,52.34,61.51,125.66999999999997,123.20714285714287,32.78333333333333
2023-05-28,119.72,0.0,32.86,65.75,137.11,120.64,119.26,117.83,126.21,124.81,116.59,0.0,0.82,1.24,32.13,33.28,32.94,62.37,60.01,52.34,125.82333333333331,123.65428571428572,32.75666666666667
2023-05-29,120.37,0.73,34.71,55.13,119.72,137.11,120.64,119.26,117.83,126.21,124.81,0.0,0.0,0.82,32.86,32.13,33.28,65.75,62.37,60.01,125.7333333333333,123.02000000000001,33.233333333333334
2023-05-30,105.79,0.0,32.91,64.81,120.37,119.72,137.11,120.64,119.26,117.83,126.21,0.73,0.0,0.0,34.71,32.86,32.13,55.13,65.75,62.37,115.2933333333333,120.10285714285715,33.49333333333333
2023-05-31,110.27,1.41,32.61,58.65,105.79,120.37,119.72,137.11,120.64,119.26,117.83,0.0,0.73,0.0,32.91,34.71,32.86,64.81,55.13,65.75,112.1433333333333,119.02285714285713,33.410000000000004
2023-06-01,91.12,7.84,35.37,73.89,110.27,105.79,120.37,119.72,137.11,120.64,119.26,1.41,0.0,0.73,32.61,32.91,34.71,58.65,64.81,55.13,102.3933333333333,115.00285714285714,33.629999999999995
2023-06-02,109.67,6.59,32.34,76.31,91.12,110.27,105.79,120.37,119.72,137.11,120.64,7.84,1.41,0.0,35.37,32.61,32.91,73.89,58.65,64.81,103.68666666666662,113.4357142857143,33.44
2023-06-03,115.53,2.51,29.7,68.12,109.67,91.12,110.27,105.79,120.37,119.72,137.11,6.59,7.84,1.41,32.34,35.37,32.61,76.31,73.89,58.65,105.43999999999996,110.35285714285715,32.47
2023-06-04,91.59,7.5,30.09,75.69,115.53,109.67,91.12,110.27,105.79,120.37,119.72,2.51,6.59,7.84,29.7,32.34,35.37,68.12,76.31,73.89,105.59666666666664,106.33428571428571,30.709999999999997
2023-06-05,82.7,12.51,33.57,85.05,91.59,115.53,109.67,91.12,110.27,105.79,120.37,7.5,2.51,6.59,30.09,29.7,32.34,75.69,68.12,76.31,96.60666666666663,100.95285714285714,31.12
2023-06-06,102.73,3.54,32.81,72.91,82.7,91.59,115.53,109.67,91.12,110.27,105.79,12.51,7.5,2.51,33.57,30.09,29.7,85.05,75.69,68.12,92.33999999999997,100.51571428571428,32.156666666666666
2023-06-07,109.51,5.76,32.15,77.4,102.73,82.7,91.59,115.53,109.67,91.12,110.27,3.54,12.51,7.5,32.81,33.57,30.09,72.91,85.05,75.69,98.31333333333329,100.40714285714286,32.843333333333334
2023-06-08,74.46,11.43,30.17,88.43,109.51,102.73,82.7,91.59,115.53,109.67,91.12,5.76,3.54,12.51,32.15,32.81,33.57,77.4,72.91,85.05,95.56666666666662,98.02714285714286,31.709999999999997
2023-06-09,105.84,8.36,33.79,79.29,74.46,109.51,102.73,82.7,91.59,115.53,109.67,11.43,5.76,3.54,30.17,32.15,32.81,88.43,77.4,72.91,96.6033333333333,97.48,32.03666666666667
2023-06-10,97.52,4.31,30.66,60.76,105.84,74.46,109.51,102.73,82.7,91.59,115.53,8.36,11.43,5.76,33.79,30.17,32.15,79.29,88.43,77.4,92.60666666666663,94.90714285714286,31.540000000000003
2023-06-11,100.49,6.45,32.37,74.24,97.52,105.84,74.46,109.51,102.73,82.7,91.59,4.31,8.36,11.43,30.66,33.79,30.17,60.76,79.29,88.43,101.2833333333333,96.17857142857143,32.27333333333333
2023-06-12,56.8,13.87,32.0,83.93,100.49,97.52,105.84,74.46,109.51,102.73,82.7,6.45,4.31,8.36,32.37,30.66,33.79,74.24,60.76,79.29,84.93666666666662,92.47857142857143,31.676666666666666
2023-06-13,74.65,14.64,28.97,86.31,56.8,100.49,97.52,105.84,74.46,109.51,102.73,13.87,6.45,4.31,32.0,32.37,30.66,83.93,74.24,60.76,77.31333333333329,88.46714285714286,31.113333333333333
2023-06-14,68.42,14.87,32.82,83.22,74.65,56.8,100.49,97.52,105.84,74.46,109.51,14.64,13.87,6.45,28.97,32.0,32.37,86.31,83.93,74.24,66.62333333333329,82.59714285714287,31.263333333333332
2023-06-15,96.02,3.29,29.83,72.06,68.42,74.65,56.8,100.49,97.52,105.84,74.46,14.87,14.64,13.87,32.82,28.97,32.0,83.22,86.31,83.93,79.69666666666663,85.67714285714285,30.539999999999996
2023-06-16,97.13,12.3,31.02,83.68,96.02,68.42,74.65,56.8,100.49,97.52,105.84,3.29,14.87,14.64,29.83,32.82,28.97,72.06,83.22,86.31,87.18999999999996,84.43285714285715,31.22333333333333
2023-06-17,79.26,9.5,33.44,79.97,97.13,96.02,68.42,74.65,56.8,100.49,97.52,12.3,3.29,14.87,31.02,29.83,32.82,83.68,72.06,83.22,90.80333333333328,81.82428571428571,31.429999999999996
2023-06-18,89.51,8.34,30.08,82.17,79.26,97.13,96.02,68.42,74.65,56.8,100.49,9.5,12.3,3.29,33.44,31.02,29.83,79.97,83.68,72.06,88.63333333333328,80.25571428571428,31.513333333333332
2023-06-19,66.72,16.37,32.81,95.0,89.51,79.26,97.13,96.02,68.42,74.65,56.8,8.34,9.5,12.3,30.08,33.44,31.02,82.17,79.97,83.68,78.49666666666663,81.67285714285715,32.10999999999999
2023-06-20,117.77,0.0,32.9,62.4,66.72,89.51,79.26,97.13,96.02,68.42,74.65,16.37,8.34,9.5,32.81,30.08,33.44,95.0,82.17,79.97,91.3333333333333,87.83285714285715,31.929999999999996
2023-06-21,128.02,0.0,30.31,56.19,117.77,66.72,89.51,79.26,97.13,96.02,68.42,0.0,16.37,8.34,32.9,32.81,30.08,62.4,95.0,82.17,104.16999999999996,96.34714285714286,32.00666666666667
2023-06-22,63.63,21.5,31.94,95.0,128.02,117.77,66.72,89.51,79.26,97.13,96.02,0.0,0.0,16.37,30.31,32.9,32.81,56.19,62.4,95.0,103.13999999999997,91.72,31.716666666666665
2023-06-23,99.22,4.41,28.74,67.7,63.63,128.02,117.77,66.72,89.51,79.26,97.13,21.5,0.0,0.0,31.94,30.31,32.9,95.0,56.19,62.4,96.95666666666664,92.01857142857143,30.33
2023-06-24,81.36,13.47,29.01,81.4,99.22,63.63,128.02,117.77,66.72,89.51,79.26,4.41,21.5,0.0,28.74,31.94,30.31,67.7,95.0,56.19,81.4033333333333,92.31857142857143,29.896666666666665
2023-06-25,90.64,9.89,27.86,72.73,81.36,99.22,63.63,128.02,117.77,66.72,89.51,13.47,4.41,21.5,29.01,28.74,31.94,81.4,67.7,95.0,90.40666666666664,92.48,28.53666666666666
2023-06-26,121.98,1.09,30.19,59.92,90.64,81.36,99.22,63.63,128.02,117.77,66.72,9.89,13.47,4.41,27.86,29.01,28.74,72.73,81.4,67.7,97.9933333333333,100.37428571428572,29.02
2023-06-27,87.28,15.12,30.78,85.15,121.98,90.64,81.36,99.22,63.63,128.02,117.77,1.09,9.89,13.47,30.19,27.86,29.01,59.92,72.73,81.4,99.96666666666663,96.01857142857143,29.61
2023-06-28,88.48,7.36,32.52,63.95,87.28,121.98,90.64,81.36,99.22,63.63,128.02,15.12,1.09,9.89,30.78,30.19,27.86,85.15,59.92,72.73,99.24666666666663,90.37,31.16333333333333
2023-06-29,96.8,9.94,31.46,83.31,88.48,87.28,121.98,90.64,81.36,99.22,63.63,7.36,15.12,1.09,32.52,30.78,30.19,63.95,85.15,59.92,90.8533333333333,95.10857142857142,31.586666666666662
2023-06-30,104.86,3.03,26.45,71.2,96.8,88.48,87.28,121.98,90.64,81.36,99.22,9.94,7.36,15.12,31.46,32.52,30.78,83.31,63.95,85.15,96.7133333333333,95.91428571428571,30.14333333333333
2023-07-01,93.83,6.43,29.47,72.46,104.86,96.8,88.48,87.28,121.98,90.64,81.36,3.03,9.94,7.36,26.45,31.46,32.52,71.2,83.31,63.95,98.49666666666663,97.69571428571429,29.12666666666666
2023-07-02,99.39,4.5,29.47,65.18,93.83,104.86,96.8,88.48,87.28,121.98,90.64,6.43,3.03,9.94,29.47,26.45,31.46,72.46,71.2,83.31,99.35999999999996,98.94571428571429,28.463333333333328
2023-07-03,99.17,10.77,30.23,80.33,99.39,93.83,104.86,96.8,88.48,87.28,121.98,4.5,6.43,3.03,29.47,29.47,26.45,65.18,72.46,71.2,97.4633333333333,95.68714285714285,29.72333333333333
2023-07-04,111.86,4.86,31.52,61.46,99.17,99.39,93.83,104.86,96.8,88.48,87.28,10.77,4.5,6.43,30.23,29.47,29.47,80.33,65.18,72.46,103.4733333333333,99.19857142857143,30.406666666666663
2023-07-05,101.41,4.09,28.16,69.24,111.86,99.17,99.39,93.83,104.86,96.8,88.48,4.86,10.77,4.5,31.52,30.23,29.47,61.46,80.33,65.18,104.14666666666663,101.04571428571428,29.969999999999995
2023-07-06,57.54,23.81,29.97,95.0,101.41,111.86,99.17,99.39,93.83,104.86,96.8,4.09,4.86,10.77,28.16,31.52,30.23,69.24,61.46,80.33,90.26999999999997,95.43714285714286,29.883333333333326
2023-07-07,116.98,2.25,31.66,60.46,57.54,101.41,111.86,99.17,99.39,93.83,104.86,23.81,4.09,4.86,29.97,28.16,31.52,95.0,69.24,61.46,91.97666666666663,97.16857142857144,29.929999999999996
2023-07-08,118.48,0.0,27.73,59.42,116.98,57.54,101.41,111.86,99.17,99.39,93.83,2.25,23.81,4.09,31.66,29.97,28.16,60.46,95.0,69.24,97.66666666666663,100.68999999999998,29.78666666666666
2023-07-09,97.98,4.02,27.61,57.63,118.48,116.98,57.54,101.41,111.86,99.17,99.39,0.0,2.25,23.81,27.73,31.66,29.97,59.42,60.46,95.0,111.14666666666665,100.48857142857142,28.999999999999996
2023-07-10,110.51,3.5,30.41,69.11,97.98,118.48,116.98,57.54,101.41,111.86,99.17,4.02,0.0,2.25,27.61,27.73,31.66,57.63,59.42,60.46,108.98999999999997,102.10857142857142,28.58333333333333
2023-07-11,83.32,11.42,29.69,89.91,110.51,97.98,118.48,116.98,57.54,101.41,111.86,3.5,4.02,0.0,30.41,27.61,27.73,69.11,57.63,59.42,97.26999999999997,98.03142857142858,29.23666666666666
2023-07-12,77.28,8.39,28.56,66.1,83.32,110.51,97.98,118.48,116.98,57.54,101.41,11.42,3.5,4.02,29.69,30.41,27.61,89.91,69.11,57.63,90.36999999999996,94.58428571428571,29.553333333333327
2023-07-13,103.43,8.9,27.61,88.17,77.28,83.32,110.51,97.98,118.48,116.98,57.54,8.39,11.42,3.5,28.56,29.69,30.41,66.1,89.91,69.11,88.00999999999998,101.14,28.619999999999994
2023-07-14,95.18,2.06,31.66,59.86,103.43,77.28,83.32,110.51,97.98,118.48,116.98,8.9,8.39,11.42,27.61,28.56,29.69,88.17,66.1,89.91,91.96333333333331,98.02571428571427,29.27666666666666
2023-07-15,109.0,6.37,29.8,66.96,95.18,103.43,77.28,83.32,110.51,97.98,118.48,2.06,8.9,8.39,31.66,27.61,28.56,59.86,88.17,66.1,102.53666666666663,96.67142857142858,29.689999999999994
2023-07-16,76.72,14.16,29.54,88.12,109.0,95.18,103.43,77.28,83.32,110.51,97.98,6.37,2.06,8.9,29.8,31.66,27.61,66.96,59.86,88.17,93.63333333333328,93.63428571428572,30.33333333333333
2023-07-17,82.74,11.05,29.65,79.33,76.72,109.0,95.18,103.43,77.28,83.32,110.51,14.16,6.37,2.06,29.54,29.8,31.66,88.12,66.96,59.86,89.48666666666662,89.66714285714286,29.663333333333327
2023-07-18,98.81,16.74,29.56,95.0,82.74,76.72,109.0,95.18,103.43,77.28,83.32,11.05,14.16,6.37,29.65,29.54,29.8,79.33,88.12,66.96,86.08999999999996,91.88,29.58333333333333
2023-07-19,103.59,8.41,28.56,86.11,98.81,82.74,76.72,109.0,95.18,103.43,77.28,16.74,11.05,14.16,29.56,29.65,29.54,95.0,79.33,88.12,95.04666666666662,95.63857142857144,29.25666666666666
2023-07-20,121.87,0.0,28.99,56.57,103.59,98.81,82.74,76.72,109.0,95.18,103.43,8.41,16.74,11.05,28.56,29.56,29.65,86.11,95.0,79.33,108.08999999999996,98.27285714285713,29.03666666666666
2023-07-21,100.37,12.64,28.33,84.6,121.87,103.59,98.81,82.74,76.72,109.0,95.18,0.0,8.41,16.74,28.99,28.56,29.56,56.57,86.11,95.0,108.60999999999997,99.01428571428572,28.62666666666666
2023-07-22,126.01,0.59,25.97,55.12,100.37,121.87,103.59,98.81,82.74,76.72,109.0,12.64,0.0,8.41,28.33,28.99,28.56,84.6,56.57,86.11,116.0833333333333,101.44428571428571,27.763333333333325
2023-07-23,98.44,3.31,28.89,67.52,126.01,100.37,121.87,103.59,98.81,82.74,76.72,0.59,12.64,0.0,25.97,28.33,28.99,55.12,84.6,56.57,108.2733333333333,104.54714285714286,27.729999999999993
2023-07-24,96.38,8.69,27.87,78.7,98.44,126.01,100.37,121.87,103.59,98.81,82.74,3.31,0.59,12.64,28.89,25.97,28.33,67.52,55.12,84.6,106.94333333333329,106.49571428571429,27.576666666666664
2023-07-25,90.67,6.78,26.54,79.98,96.38,98.44,126.01,100.37,121.87,103.59,98.81,8.69,3.31,0.59,27.87,28.89,25.97,78.7,67.52,55.12,95.1633333333333,105.33285714285715,27.766666666666662
2023-07-26,79.15,6.75,31.76,68.23,90.67,96.38,98.44,126.01,100.37,121.87,103.59,6.78,8.69,3.31,26.54,27.87,28.89,79.98,78.7,67.52,88.7333333333333,101.84142857142857,28.72333333333333
2023-07-27,87.14,13.39,26.22,83.44,79.15,90.67,96.38,98.44,126.01,100.37,121.87,6.75,6.78,8.69,31.76,26.54,27.87,68.23,79.98,78.7,85.65333333333331,96.88,28.17333333333333
2023-07-28,108.07,3.87,26.72,66.2,87.14,79.15,90.67,96.38,98.44,126.01,100.37,13.39,6.75,6.78,26.22,31.76,26.54,83.44,68.23,79.98,91.4533333333333,97.98,28.23333333333333
2023-07-29,108.07,5.44,29.1,74.88,108.07,87.14,79.15,90.67,96.38,98.44,126.01,3.87,13.39,6.75,26.72,26.22,31.76,66.2,83.44,68.23,101.09333333333329,95.41714285714285,27.346666666666664
2023-07-30,91.97,10.17,29.68,72.14,108.07,108.07,87.14,79.15,90.67,96.38,98.44,5.44,3.87,13.39,29.1,26.72,26.22,74.88,66.2,83.44,102.7033333333333,94.49285714285713,28.499999999999996
2023-07-31,69.02,15.17,26.83,89.9,91.97,108.07,108.07,87.14,79.15,90.67,96.38,10.17,5.44,3.87,29.68,29.1,26.72,72.14,74.88,66.2,89.68666666666662,90.5842857142857,28.53666666666666
2023-08-01,84.75,9.64,25.96,75.82,69.02,91.97,108.07,108.07,87.14,79.15,90.67,15.17,10.17,5.44,26.83,29.68,29.1,89.9,72.14,74.88,81.9133333333333,89.73857142857142,27.489999999999995
2023-08-02,123.64,0.37,25.66,67.71,84.75,69.02,91.97,108.07,108.07,87.14,79.15,9.64,15.17,10.17,25.96,26.83,29.68,75.82,89.9,72.14,92.46999999999996,96.0942857142857,26.149999999999995
2023-08-03,88.15,13.12,26.58,86.88,123.64,84.75,69.02,91.97,108.07,108.07,87.14,0.37,9.64,15.17,25.66,25.96,26.83,67.71,75.82,89.9,98.84666666666664,96.23857142857143,26.066666666666663
2023-08-04,117.91,0.47,27.04,62.5,88.15,123.64,84.75,69.02,91.97,108.07,108.07,13.12,0.37,9.64,26.58,25.66,25.96,86.88,67.71,75.82,109.89999999999996,97.64428571428572,26.426666666666662
2023-08-05,107.72,5.48,26.9,72.89,117.91,88.15,123.64,84.75,69.02,91.97,108.07,0.47,13.12,0.37,27.04,26.58,25.66,62.5,86.88,67.71,104.5933333333333,97.59428571428573,26.839999999999993
2023-08-06,97.16,10.51,27.61,81.98,107.72,117.91,88.15,123.64,84.75,69.02,91.97,5.48,0.47,13.12,26.9,27.04,26.58,72.89,62.5,86.88,107.59666666666662,98.33571428571429,27.183333333333326
2023-08-07,76.41,10.12,24.22,86.69,97.16,107.72,117.91,88.15,123.64,84.75,69.02,10.51,5.48,0.47,27.61,26.9,27.04,81.98,72.89,62.5,93.7633333333333,99.39142857142858,26.243333333333325
2023-08-08,93.76,12.66,28.29,87.53,76.41,97.16,107.72,117.91,88.15,123.64,84.75,10.12,10.51,5.48,24.22,27.61,26.9,86.69,81.98,72.89,89.10999999999996,100.67857142857143,26.706666666666663
2023-08-09,83.67,14.81,27.38,83.93,93.76,76.41,97.16,107.72,117.91,88.15,123.64,12.66,10.12,10.51,28.29,24.22,27.61,87.53,86.69,81.98,84.6133333333333,94.96857142857144,26.629999999999995
2023-08-10,92.37,15.71,27.89,94.62,83.67,93.76,76.41,97.16,107.72,117.91,88.15,14.81,12.66,10.12,27.38,28.29,24.22,83.93,87.53,86.69,89.9333333333333,95.57142857142857,27.853333333333328
2023-08-11,98.05,7.87,26.08,77.78,92.37,83.67,93.76,76.41,97.16,107.72,117.91,15.71,14.81,12.66,27.89,27.38,28.29,94.62,83.93,87.53,91.3633333333333,92.73428571428572,27.11666666666666
2023-08-12,91.28,12.08,25.95,84.47,98.05,92.37,83.67,93.76,76.41,97.16,107.72,7.87,15.71,14.81,26.08,27.89,27.38,77.78,94.62,83.93,93.89999999999996,90.38571428571427,26.639999999999997
2023-08-13,130.06,3.56,26.19,72.68,91.28,98.05,92.37,83.67,93.76,76.41,97.16,12.08,7.87,15.71,25.95,26.08,27.89,84.47,77.78,94.62,106.4633333333333,95.08571428571429,26.073333333333327
2023-08-14,92.48,8.35,26.82,74.14,130.06,91.28,98.05,92.37,83.67,93.76,76.41,3.56,12.08,7.87,26.19,25.95,26.08,72.68,84.47,77.78,104.60666666666663,97.38142857142859,26.319999999999993
2023-08-15,95.24,9.04,23.92,80.79,92.48,130.06,91.28,98.05,92.37,83.67,93.76,8.35,3.56,12.08,26.82,26.19,25.95,74.14,72.68,84.47,105.92666666666662,97.59285714285716,25.643333333333327
2023-08-16,71.05,13.26,28.06,89.07,95.24,92.48,130.06,91.28,98.05,92.37,83.67,9.04,8.35,3.56,23.92,26.82,26.19,80.79,74.14,72.68,86.25666666666662,95.78999999999999,26.266666666666662
2023-08-17,130.13,0.0,30.42,61.48,71.05,95.24,92.48,130.06,91.28,98.05,92.37,13.26,9.04,8.35,28.06,23.92,26.82,89.07,80.79,74.14,98.80666666666662,101.1842857142857,27.466666666666665
2023-08-18,83.71,17.93,23.5,94.5,130.13,71.05,95.24,92.48,130.06,91.28,98.05,0.0,13.26,9.04,30.42,28.06,23.92,61.48,89.07,80.79,94.9633333333333,99.13571428571429,27.326666666666664
2023-08-19,79.36,18.18,23.16,92.04,83.71,130.13,71.05,95.24,92.48,130.06,91.28,17.93,0.0,13.26,23.5,30.42,28.06,94.5,61.48,89.07,97.73333333333328,97.43285714285715,25.693333333333328
2023-08-20,101.99,4.12,25.0,64.38,79.36,83.71,130.13,71.05,95.24,92.48,130.06,18.18,17.93,0.0,23.16,23.5,30.42,92.04,94.5,61.48,88.35333333333328,93.42285714285713,23.88666666666666
2023-08-21,82.99,13.36,28.39,86.66,101.99,79.36,83.71,130.13,71.05,95.24,92.48,4.12,18.18,17.93,25.0,23.16,23.5,64.38,92.04,94.5,88.11333333333329,92.06714285714284,25.516666666666662
2023-08-22,120.72,0.79,26.39,61.46,82.99,101.99,79.36,83.71,130.13,71.05,95.24,13.36,4.12,18.18,28.39,25.0,23.16,86.66,64.38,92.04,101.89999999999993,95.70714285714287,26.59333333333333
2023-08-23,83.36,17.31,26.39,92.47,120.72,82.99,101.99,79.36,83.71,130.13,71.05,0.79,13.36,4.12,26.39,28.39,25.0,61.46,86.66,64.38,95.68999999999994,97.46571428571428,27.05666666666666
2023-08-24,66.48,13.27,26.01,81.33,83.36,120.72,82.99,101.99,79.36,83.71,130.13,17.31,0.79,13.36,26.39,26.39,28.39,92.47,61.46,86.66,90.18666666666661,88.37285714285714,26.263333333333332
2023-08-25,78.88,10.28,27.97,75.56,66.48,83.36,120.72,82.99,101.99,79.36,83.71,13.27,17.31,0.79,26.01,26.39,26.39,81.33,92.47,61.46,76.23999999999995,87.68285714285715,26.789999999999996
2023-08-26,98.73,8.18,24.37,80.83,78.88,66.48,83.36,120.72,82.99,101.99,79.36,10.28,13.27,17.31,27.97,26.01,26.39,75.56,81.33,92.47,81.36333333333329,90.45000000000002,26.116666666666664
2023-08-27,123.33,3.71,29.09,63.46,98.73,78.88,66.48,83.36,120.72,82.99,101.99,8.18,10.28,13.27,24.37,27.97,26.01,80.83,75.56,81.33,100.31333333333328,93.49857142857142,27.143333333333327
2023-08-28,73.86,14.12,25.88,88.41,123.33,98.73,78.88,66.48,83.36,120.72,82.99,3.71,8.18,10.28,29.09,24.37,27.97,63.46,80.83,75.56,98.63999999999994,92.19428571428571,26.44666666666666
2023-08-29,138.75,0.0,25.58,62.98,73.86,123.33,98.73,78.88,66.48,83.36,120.72,14.12,3.71,8.18,25.88,29.09,24.37,88.41,63.46,80.83,111.97999999999995,94.77,26.849999999999994
2023-08-30,78.89,13.38,27.29,94.1,138.75,73.86,123.33,98.73,78.88,66.48,83.36,0.0,14.12,3.71,25.58,25.88,29.09,62.98,88.41,63.46,97.16666666666661,94.13142857142857,26.24999999999999
2023-08-31,103.5,6.78,23.49,76.54,78.89,138.75,73.86,123.33,98.73,78.88,66.48,13.38,0.0,14.12,27.29,25.58,25.88,94.1,62.98,88.41,107.04666666666661,99.41999999999999,25.45333333333333
2023-09-01,127.35,4.95,24.46,68.18,103.5,78.89,138.75,73.86,123.33,98.73,78.88,6.78,13.38,0.0,23.49,27.29,25.58,76.54,94.1,62.98,103.24666666666661,106.3442857142857,25.079999999999995
2023-09-02,92.64,10.49,27.45,76.26,127.35,103.5,78.89,138.75,73.86,123.33,98.73,4.95,6.78,13.38,24.46,23.49,27.29,68.18,76.54,94.1,107.82999999999994,105.4742857142857,25.133333333333326
2023-09-03,109.62,5.09,27.01,74.81,92.64,127.35,103.5,78.89,138.75,73.86,123.33,10.49,4.95,6.78,27.45,24.46,23.49,76.26,68.18,76.54,109.86999999999995,103.51571428571428,26.30666666666666
2023-09-04,100.98,6.06,24.95,62.72,109.62,92.64,127.35,103.5,78.89,138.75,73.86,5.09,10.49,4.95,27.01,27.45,24.46,74.81,76.26,68.18,101.07999999999994,107.39,26.469999999999995
2023-09-05,67.7,12.35,26.3,89.88,100.98,109.62,92.64,127.35,103.5,78.89,138.75,6.06,5.09,10.49,24.95,27.01,27.45,62.72,74.81,76.26,92.76666666666661,97.24000000000001,26.086666666666662
2023-09-06,92.06,6.9,25.04,78.65,67.7,100.98,109.62,92.64,127.35,103.5,78.89,12.35,6.06,5.09,26.3,24.95,27.01,89.88,62.72,74.81,86.91333333333328,99.12142857142858,25.429999999999993
2023-09-07,108.6,3.94,25.35,70.66,92.06,67.7,100.98,109.62,92.64,127.35,103.5,6.9,12.35,6.06,25.04,26.3,24.95,78.65,89.88,62.72,89.45333333333326,99.85000000000001,25.56333333333333
2023-09-08,113.11,6.55,25.63,75.14,108.6,92.06,67.7,100.98,109.62,92.64,127.35,3.94,6.9,12.35,25.35,25.04,26.3,70.66,78.65,89.88,104.58999999999993,97.8157142857143,25.339999999999993
2023-09-09,118.29,0.97,24.19,64.02,113.11,108.6,92.06,67.7,100.98,109.62,92.64,6.55,3.94,6.9,25.63,25.35,25.04,75.14,70.66,78.65,113.33333333333327,101.48,25.05666666666666
2023-09-10,122.81,2.72,23.91,60.25,118.29,113.11,108.6,92.06,67.7,100.98,109.62,0.97,6.55,3.94,24.19,25.63,25.35,64.02,75.14,70.66,118.06999999999994,103.36428571428571,24.576666666666664
2023-09-11,102.57,9.0,25.14,71.18,122.81,118.29,113.11,108.6,92.06,67.7,100.98,2.72,0.97,6.55,23.91,24.19,25.63,60.25,64.02,75.14,114.55666666666662,103.59142857142857,24.413333333333327
2023-09-12,119.11,8.2,23.44,78.55,102.57,122.81,118.29,113.11,108.6,92.06,67.7,9.0,2.72,0.97,25.14,23.91,24.19,71.18,60.25,64.02,114.82999999999994,110.9357142857143,24.16333333333333
2023-09-13,85.05,13.56,26.37,87.39,119.11,102.57,122.81,118.29,113.11,108.6,92.06,8.2,9.0,2.72,23.44,25.14,23.91,78.55,71.18,60.25,102.24333333333327,109.9342857142857,24.98333333333333
