Date,Mandi,Crop,Price
2023-07-04,Erode Mandi,Onion,3381.97
2023-07-04,Tiruppur Mandi,Onion,3178.06
2023-07-04,Coimbatore Mandi,Potato,1456.78
2023-07-04,Erode Mandi,Potato,1406.52
2023-07-04,Tiruppur Mandi,Potato,1693.76
2023-07-04,Coimbatore Mandi,Tomato,2279.36
2023-07-04,Erode Mandi,Tomato,1859.51
2023-07-04,Tiruppur Mandi,Tomato,2184.88
2023-07-05,Coimbatore Mandi,Onion,3193.0
2023-07-05,Erode Mandi,Onion,3370.8
2023-07-05,Tiruppur Mandi,Onion,3530.04
2023-07-05,Coimbatore Mandi,Potato,1488.36
2023-07-05,Erode Mandi,Potato,1378.86
2023-07-05,Tiruppur Mandi,Potato,1589.82
2023-07-05,Coimbatore Mandi,Tomato,2100.81
2023-07-05,Erode Mandi,Tomato,2175.25
2023-07-05,Tiruppur Mandi,Tomato,2387.63
2023-07-06,Coimbatore Mandi,Onion,3474.79
2023-07-06,Erode Mandi,Onion,3480.52
2023-07-06,Tiruppur Mandi,Onion,4042.16
2023-07-06,Coimbatore Mandi,Potato,1394.97
2023-07-06,Erode Mandi,Potato,1444.08
2023-07-06,Tiruppur Mandi,Potato,1522.03
2023-07-06,Coimbatore Mandi,Tomato,2264.61
2023-07-06,Erode Mandi,Tomato,2002.26
2023-07-06,Tiruppur Mandi,Tomato,2352.09
2023-07-07,Coimbatore Mandi,Onion,3125.78
2023-07-07,Erode Mandi,Onion,3642.38
2023-07-07,Tiruppur Mandi,Onion,3911.29
2023-07-07,Coimbatore Mandi,Potato,1468.92
2023-07-07,Erode Mandi,Potato,1400.92
2023-07-07,Tiruppur Mandi,Potato,1589.62
2023-07-07,Coimbatore Mandi,Tomato,2047.46
2023-07-07,Erode Mandi,Tomato,2010.0
2023-07-07,Tiruppur Mandi,Tomato,2147.48
2023-07-08,Coimbatore Mandi,Onion,3107.33
2023-07-08,Erode Mandi,Onion,3022.64
2023-07-08,Tiruppur Mandi,Onion,3999.31
2023-07-08,Coimbatore Mandi,Potato,1467.16
2023-07-08,Erode Mandi,Potato,1383.68
2023-07-08,Tiruppur Mandi,Potato,1454.05
2023-07-08,Coimbatore Mandi,Tomato,1892.89
2023-07-08,Erode Mandi,Tomato,1846.72
2023-07-08,Tiruppur Mandi,Tomato,2108.28
2023-07-09,Coimbatore Mandi,Onion,3517.0
2023-07-09,Erode Mandi,Onion,2789.85
2023-07-09,Tiruppur Mandi,Onion,3799.82
2023-07-09,Coimbatore Mandi,Potato,1397.63
2023-07-09,Erode Mandi,Potato,1327.99
2023-07-09,Tiruppur Mandi,Potato,1452.42
2023-07-09,Coimbatore Mandi,Tomato,2003.12
2023-07-09,Erode Mandi,Tomato,1781.45
2023-07-09,Tiruppur Mandi,Tomato,2057.93
2023-07-10,Coimbatore Mandi,Onion,3366.8
2023-07-10,Erode Mandi,Onion,3475.85
2023-07-10,Tiruppur Mandi,Onion,3296.2
2023-07-10,Coimbatore Mandi,Potato,1405.02
2023-07-10,Erode Mandi,Potato,1341.83
2023-07-10,Tiruppur Mandi,Potato,1563.49
2023-07-10,Coimbatore Mandi,Tomato,2036.53
2023-07-10,Erode Mandi,Tomato,2067.63
2023-07-10,Tiruppur Mandi,Tomato,2298.48
2023-07-11,Coimbatore Mandi,Onion,3484.53
2023-07-11,Erode Mandi,Onion,3271.04
2023-07-11,Tiruppur Mandi,Onion,3749.55
2023-07-11,Coimbatore Mandi,Potato,1535.55
2023-07-11,Erode Mandi,Potato,1492.24
2023-07-11,Tiruppur Mandi,Potato,1623.72
2023-07-11,Coimbatore Mandi,Tomato,2230.46
2023-07-11,Erode Mandi,Tomato,1948.99
2023-07-11,Tiruppur Mandi,Tomato,2418.57
2023-07-12,Coimbatore Mandi,Onion,3651.7
2023-07-12,Erode Mandi,Onion,3222.81
2023-07-12,Tiruppur Mandi,Onion,3779.5
2023-07-12,Coimbatore Mandi,Potato,1529.77
2023-07-12,Erode Mandi,Potato,1393.32
2023-07-12,Tiruppur Mandi,Potato,1653.89
2023-07-12,Coimbatore Mandi,Tomato,2335.61
2023-07-12,Erode Mandi,Tomato,2010.94
2023-07-12,Tiruppur Mandi,Tomato,2173.69
2023-07-13,Coimbatore Mandi,Onion,3418.65
2023-07-13,Erode Mandi,Onion,3238.41
2023-07-13,Tiruppur Mandi,Onion,3373.51
2023-07-13,Coimbatore Mandi,Potato,1373.15
2023-07-13,Erode Mandi,Potato,1307.93
2023-07-13,Tiruppur Mandi,Potato,1511.89
2023-07-13,Coimbatore Mandi,Tomato,2019.86
2023-07-13,Erode Mandi,Tomato,2066.81
2023-07-13,Tiruppur Mandi,Tomato,2430.36
2023-07-14,Coimbatore Mandi,Onion,3285.39
2023-07-14,Erode Mandi,Onion,3306.76
2023-07-14,Tiruppur Mandi,Onion,3821.45
2023-07-14,Coimbatore Mandi,Potato,1528.03
2023-07-14,Erode Mandi,Potato,1513.41
2023-07-14,Tiruppur Mandi,Potato,1658.12
2023-07-14,Coimbatore Mandi,Tomato,1925.29
2023-07-14,Erode Mandi,Tomato,1956.86
2023-07-14,Tiruppur Mandi,Tomato,2375.66
2023-07-15,Coimbatore Mandi,Onion,3041.71
2023-07-15,Erode Mandi,Onion,3832.3
2023-07-15,Tiruppur Mandi,Onion,3334.85
2023-07-15,Coimbatore Mandi,Potato,1574.05
2023-07-15,Erode Mandi,Potato,1508.38
2023-07-15,Tiruppur Mandi,Potato,1611.81
2023-07-15,Coimbatore Mandi,Tomato,2158.6
2023-07-15,Erode Mandi,Tomato,1948.15
2023-07-15,Tiruppur Mandi,Tomato,2299.52
2023-07-16,Coimbatore Mandi,Onion,3541.29
2023-07-16,Erode Mandi,Onion,3235.77
2023-07-16,Tiruppur Mandi,Onion,3395.8
2023-07-16,Coimbatore Mandi,Potato,1450.42
2023-07-16,Erode Mandi,Potato,1387.63
2023-07-16,Tiruppur Mandi,Potato,1597.25
2023-07-16,Coimbatore Mandi,Tomato,2163.27
2023-07-16,Erode Mandi,Tomato,1994.9
2023-07-16,Tiruppur Mandi,Tomato,2132.09
2023-07-17,Coimbatore Mandi,Onion,3930.41
2023-07-17,Erode Mandi,Onion,3538.01
2023-07-17,Tiruppur Mandi,Onion,3518.48
2023-07-17,Coimbatore Mandi,Potato,1566.51
2023-07-17,Erode Mandi,Potato,1460.42
2023-07-17,Tiruppur Mandi,Potato,1604.36
2023-07-17,Coimbatore Mandi,Tomato,2048.76
2023-07-17,Erode Mandi,Tomato,2200.31
2023-07-17,Tiruppur Mandi,Tomato,2198.82
2023-07-18,Coimbatore Mandi,Onion,3840.9
2023-07-18,Erode Mandi,Onion,2991.01
2023-07-18,Tiruppur Mandi,Onion,4077.58
2023-07-18,Coimbatore Mandi,Potato,1473.07
2023-07-18,Erode Mandi,Potato,1403.39
2023-07-18,Tiruppur Mandi,Potato,1661.48
2023-07-18,Coimbatore Mandi,Tomato,2095.48
2023-07-18,Erode Mandi,Tomato,2113.78
2023-07-18,Tiruppur Mandi,Tomato,2367.06
2023-07-19,Coimbatore Mandi,Onion,3322.7
2023-07-19,Erode Mandi,Onion,2697.1
2023-07-19,Tiruppur Mandi,Onion,3752.98
2023-07-19,Coimbatore Mandi,Potato,1483.92
2023-07-19,Erode Mandi,Potato,1355.72
2023-07-19,Tiruppur Mandi,Potato,1697.94
2023-07-19,Coimbatore Mandi,Tomato,1974.62
2023-07-19,Erode Mandi,Tomato,2024.15
2023-07-19,Tiruppur Mandi,Tomato,2301.52
2023-07-20,Coimbatore Mandi,Onion,3960.32
2023-07-20,Erode Mandi,Onion,3482.62
2023-07-20,Tiruppur Mandi,Onion,3810.12
2023-07-20,Coimbatore Mandi,Potato,1569.12
2023-07-20,Erode Mandi,Potato,1521.76
2023-07-20,Tiruppur Mandi,Potato,1652.83
2023-07-20,Coimbatore Mandi,Tomato,2285.31
2023-07-20,Erode Mandi,Tomato,2114.81
2023-07-20,Tiruppur Mandi,Tomato,2179.69
2023-07-21,Coimbatore Mandi,Onion,3664.6
2023-07-21,Erode Mandi,Onion,2719.64
2023-07-21,Tiruppur Mandi,Onion,3637.42
2023-07-21,Coimbatore Mandi,Potato,1601.45
2023-07-21,Erode Mandi,Potato,1509.66
2023-07-21,Tiruppur Mandi,Potato,1683.95
2023-07-21,Coimbatore Mandi,Tomato,2151.19
2023-07-21,Erode Mandi,Tomato,2167.38
2023-07-21,Tiruppur Mandi,Tomato,2435.91
2023-07-22,Coimbatore Mandi,Onion,3496.59
2023-07-22,Erode Mandi,Onion,3752.15
2023-07-22,Tiruppur Mandi,Onion,4620.11
2023-07-22,Coimbatore Mandi,Potato,1715.18
2023-07-22,Erode Mandi,Potato,1563.17
2023-07-22,Tiruppur Mandi,Potato,1676.51
2023-07-22,Coimbatore Mandi,Tomato,2151.88
2023-07-22,Erode Mandi,Tomato,1944.89
2023-07-22,Tiruppur Mandi,Tomato,2596.32
2023-07-23,Coimbatore Mandi,Onion,4103.61
2023-07-23,Erode Mandi,Onion,3287.21
2023-07-23,Tiruppur Mandi,Onion,4111.96
2023-07-23,Coimbatore Mandi,Potato,1659.42
2023-07-23,Erode Mandi,Potato,1502.59
2023-07-23,Tiruppur Mandi,Potato,1720.07
2023-07-23,Coimbatore Mandi,Tomato,2187.1
2023-07-23,Erode Mandi,Tomato,2305.7
2023-07-23,Tiruppur Mandi,Tomato,2503.15
2023-07-24,Coimbatore Mandi,Onion,2959.65
2023-07-24,Erode Mandi,Onion,2849.33
2023-07-24,Tiruppur Mandi,Onion,3971.71
2023-07-24,Coimbatore Mandi,Potato,1444.75
2023-07-24,Erode Mandi,Potato,1357.7
2023-07-24,Tiruppur Mandi,Potato,1468.89
2023-07-24,Coimbatore Mandi,Tomato,2191.59
2023-07-24,Erode Mandi,Tomato,1942.5
2023-07-24,Tiruppur Mandi,Tomato,2336.28
2023-07-25,Coimbatore Mandi,Onion,3512.21
2023-07-25,Erode Mandi,Onion,3318.78
2023-07-25,Tiruppur Mandi,Onion,3678.46
2023-07-25,Coimbatore Mandi,Potato,1488.84
2023-07-25,Erode Mandi,Potato,1412.37
2023-07-25,Tiruppur Mandi,Potato,1657.87
2023-07-25,Coimbatore Mandi,Tomato,2122.55
2023-07-25,Erode Mandi,Tomato,2215.63
2023-07-25,Tiruppur Mandi,Tomato,2289.47
2023-07-26,Coimbatore Mandi,Onion,4033.74
2023-07-26,Erode Mandi,Onion,3173.68
2023-07-26,Tiruppur Mandi,Onion,4188.45
2023-07-26,Coimbatore Mandi,Potato,1596.31
2023-07-26,Erode Mandi,Potato,1518.69
2023-07-26,Tiruppur Mandi,Potato,1723.33
2023-07-26,Coimbatore Mandi,Tomato,2240.62
2023-07-26,Erode Mandi,Tomato,1991.62
2023-07-26,Tiruppur Mandi,Tomato,2337.48
2023-07-27,Coimbatore Mandi,Onion,3540.46
2023-07-27,Erode Mandi,Onion,3213.39
2023-07-27,Tiruppur Mandi,Onion,3667.14
2023-07-27,Coimbatore Mandi,Potato,1602.29
2023-07-27,Erode Mandi,Potato,1495.9
2023-07-27,Tiruppur Mandi,Potato,1661.88
2023-07-27,Coimbatore Mandi,Tomato,2094.23
2023-07-27,Erode Mandi,Tomato,2281.75
2023-07-27,Tiruppur Mandi,Tomato,2519.4
2023-07-28,Coimbatore Mandi,Onion,3125.12
2023-07-28,Erode Mandi,Onion,3566.3
2023-07-28,Tiruppur Mandi,Onion,4679.67
2023-07-28,Coimbatore Mandi,Potato,1494.24
2023-07-28,Erode Mandi,Potato,1509.85
2023-07-28,Tiruppur Mandi,Potato,1665.45
2023-07-28,Coimbatore Mandi,Tomato,2205.53
2023-07-28,Erode Mandi,Tomato,2352.42
2023-07-28,Tiruppur Mandi,Tomato,2201.17
2023-07-29,Coimbatore Mandi,Onion,4052.87
2023-07-29,Erode Mandi,Onion,4181.0
2023-07-29,Tiruppur Mandi,Onion,4870.82
2023-07-29,Coimbatore Mandi,Potato,1860.76
2023-07-29,Erode Mandi,Potato,1750.89
2023-07-29,Tiruppur Mandi,Potato,2019.23
2023-07-29,Coimbatore Mandi,Tomato,2518.74
2023-07-29,Erode Mandi,Tomato,2561.86
2023-07-29,Tiruppur Mandi,Tomato,2939.05
2023-07-30,Coimbatore Mandi,Onion,3912.94
2023-07-30,Erode Mandi,Onion,3380.43
2023-07-30,Tiruppur Mandi,Onion,4078.07
2023-07-30,Coimbatore Mandi,Potato,1652.68
2023-07-30,Erode Mandi,Potato,1554.74
2023-07-30,Tiruppur Mandi,Potato,1768.81
2023-07-30,Coimbatore Mandi,Tomato,2078.15
2023-07-30,Erode Mandi,Tomato,2181.77
2023-07-30,Tiruppur Mandi,Tomato,2463.05
2023-07-31,Coimbatore Mandi,Onion,3335.2
2023-07-31,Erode Mandi,Onion,3876.86
2023-07-31,Tiruppur Mandi,Onion,4448.6
2023-07-31,Coimbatore Mandi,Potato,1676.05
2023-07-31,Erode Mandi,Potato,1659.13
2023-07-31,Tiruppur Mandi,Potato,1808.4
2023-07-31,Coimbatore Mandi,Tomato,2386.95
2023-07-31,Erode Mandi,Tomato,2273.66
2023-07-31,Tiruppur Mandi,Tomato,2638.15
2023-08-01,Coimbatore Mandi,Onion,3438.41
2023-08-01,Erode Mandi,Onion,3215.66
2023-08-01,Tiruppur Mandi,Onion,4011.18
2023-08-01,Coimbatore Mandi,Potato,1665.47
2023-08-01,Erode Mandi,Potato,1518.32
2023-08-01,Tiruppur Mandi,Potato,1771.71
2023-08-01,Coimbatore Mandi,Tomato,2343.1
2023-08-01,Erode Mandi,Tomato,2391.01
2023-08-01,Tiruppur Mandi,Tomato,2541.48
2023-08-02,Coimbatore Mandi,Onion,3805.83
2023-08-02,Erode Mandi,Onion,3563.96
2023-08-02,Tiruppur Mandi,Onion,4108.85
2023-08-02,Coimbatore Mandi,Potato,1577.01
2023-08-02,Erode Mandi,Potato,1524.81
2023-08-02,Tiruppur Mandi,Potato,1694.13
2023-08-02,Coimbatore Mandi,Tomato,2309.68
2023-08-02,Erode Mandi,Tomato,2007.6
2023-08-02,Tiruppur Mandi,Tomato,2663.81
2023-08-03,Coimbatore Mandi,Onion,3776.2
2023-08-03,Erode Mandi,Onion,3645.95
2023-08-03,Tiruppur Mandi,Onion,3803.15
2023-08-03,Coimbatore Mandi,Potato,1548.01
2023-08-03,Erode Mandi,Potato,1479.55
2023-08-03,Tiruppur Mandi,Potato,1737.87
2023-08-03,Coimbatore Mandi,Tomato,2193.03
2023-08-03,Erode Mandi,Tomato,2017.85
2023-08-03,Tiruppur Mandi,Tomato,2296.58
2023-08-04,Coimbatore Mandi,Onion,4246.2
2023-08-04,Erode Mandi,Onion,3473.45
2023-08-04,Tiruppur Mandi,Onion,3826.59
2023-08-04,Coimbatore Mandi,Potato,1685.7
2023-08-04,Erode Mandi,Potato,1525.78
2023-08-04,Tiruppur Mandi,Potato,1823.93
2023-08-04,Coimbatore Mandi,Tomato,2388.44
2023-08-04,Erode Mandi,Tomato,2201.02
2023-08-04,Tiruppur Mandi,Tomato,2476.56
2023-08-05,Coimbatore Mandi,Onion,3580.15
2023-08-05,Erode Mandi,Onion,3490.04
2023-08-05,Tiruppur Mandi,Onion,3514.67
2023-08-05,Coimbatore Mandi,Potato,1554.66
2023-08-05,Erode Mandi,Potato,1432.98
2023-08-05,Tiruppur Mandi,Potato,1617.28
2023-08-05,Coimbatore Mandi,Tomato,2335.5
2023-08-05,Erode Mandi,Tomato,2090.28
2023-08-05,Tiruppur Mandi,Tomato,2569.79
2023-08-06,Coimbatore Mandi,Onion,3337.4
2023-08-06,Erode Mandi,Onion,3298.37
2023-08-06,Tiruppur Mandi,Onion,3426.56
2023-08-06,Coimbatore Mandi,Potato,1581.24
2023-08-06,Erode Mandi,Potato,1464.73
2023-08-06,Tiruppur Mandi,Potato,1666.36
2023-08-06,Coimbatore Mandi,Tomato,2131.16
2023-08-06,Erode Mandi,Tomato,2174.24
2023-08-06,Tiruppur Mandi,Tomato,2458.52
2023-08-07,Coimbatore Mandi,Onion,3102.04
2023-08-07,Erode Mandi,Onion,3195.65
2023-08-07,Tiruppur Mandi,Onion,2931.35
2023-08-07,Coimbatore Mandi,Potato,1615.92
2023-08-07,Erode Mandi,Potato,1457.99
2023-08-07,Tiruppur Mandi,Potato,1643.01
2023-08-07,Coimbatore Mandi,Tomato,2196.81
2023-08-07,Erode Mandi,Tomato,2205.1
2023-08-07,Tiruppur Mandi,Tomato,2321.08
2023-08-08,Coimbatore Mandi,Onion,3934.91
2023-08-08,Erode Mandi,Onion,3295.64
2023-08-08,Tiruppur Mandi,Onion,3534.96
2023-08-08,Coimbatore Mandi,Potato,1601.46
2023-08-08,Erode Mandi,Potato,1536.18
2023-08-08,Tiruppur Mandi,Potato,1702.37
2023-08-08,Coimbatore Mandi,Tomato,2270.2
2023-08-08,Erode Mandi,Tomato,2178.86
2023-08-08,Tiruppur Mandi,Tomato,2615.16
2023-08-09,Coimbatore Mandi,Onion,3836.0
2023-08-09,Erode Mandi,Onion,3996.85
2023-08-09,Tiruppur Mandi,Onion,4240.67
2023-08-09,Coimbatore Mandi,Potato,1762.32
2023-08-09,Erode Mandi,Potato,1762.97
2023-08-09,Tiruppur Mandi,Potato,1879.84
2023-08-09,Coimbatore Mandi,Tomato,2237.12
2023-08-09,Erode Mandi,Tomato,2444.5
2023-08-09,Tiruppur Mandi,Tomato,2855.71
2023-08-10,Coimbatore Mandi,Onion,3520.79
2023-08-10,Erode Mandi,Onion,3450.07
2023-08-10,Tiruppur Mandi,Onion,3355.1
2023-08-10,Coimbatore Mandi,Potato,1439.57
2023-08-10,Erode Mandi,Potato,1428.81
2023-08-10,Tiruppur Mandi,Potato,1570.53
2023-08-10,Coimbatore Mandi,Tomato,2202.08
2023-08-10,Erode Mandi,Tomato,2226.38
2023-08-10,Tiruppur Mandi,Tomato,2149.24
2023-08-11,Coimbatore Mandi,Onion,3843.76
2023-08-11,Erode Mandi,Onion,3825.51
2023-08-11,Tiruppur Mandi,Onion,4400.1
2023-08-11,Coimbatore Mandi,Potato,1671.08
2023-08-11,Erode Mandi,Potato,1587.85
2023-08-11,Tiruppur Mandi,Potato,1743.47
2023-08-11,Coimbatore Mandi,Tomato,2244.18
2023-08-11,Erode Mandi,Tomato,2303.18
2023-08-11,Tiruppur Mandi,Tomato,2758.72
2023-08-12,Coimbatore Mandi,Onion,3356.02
2023-08-12,Erode Mandi,Onion,3234.03
2023-08-12,Tiruppur Mandi,Onion,3823.69
2023-08-12,Coimbatore Mandi,Potato,1399.62
2023-08-12,Erode Mandi,Potato,1400.32
2023-08-12,Tiruppur Mandi,Potato,1640.49
2023-08-12,Coimbatore Mandi,Tomato,2070.12
2023-08-12,Erode Mandi,Tomato,2115.17
2023-08-12,Tiruppur Mandi,Tomato,2279.37
2023-08-13,Coimbatore Mandi,Onion,3658.7
2023-08-13,Erode Mandi,Onion,2969.56
2023-08-13,Tiruppur Mandi,Onion,3479.36
2023-08-13,Coimbatore Mandi,Potato,1562.51
2023-08-13,Erode Mandi,Potato,1447.49
2023-08-13,Tiruppur Mandi,Potato,1627.4
2023-08-13,Coimbatore Mandi,Tomato,2167.46
2023-08-13,Erode Mandi,Tomato,2320.77
2023-08-13,Tiruppur Mandi,Tomato,2351.95
2023-08-14,Coimbatore Mandi,Onion,4037.98
2023-08-14,Erode Mandi,Onion,4176.45
2023-08-14,Tiruppur Mandi,Onion,4093.56
2023-08-14,Coimbatore Mandi,Potato,1716.44
2023-08-14,Erode Mandi,Potato,1626.77
2023-08-14,Tiruppur Mandi,Potato,1835.5
2023-08-14,Coimbatore Mandi,Tomato,2453.25
2023-08-14,Erode Mandi,Tomato,2427.04
2023-08-14,Tiruppur Mandi,Tomato,2645.55
2023-08-15,Coimbatore Mandi,Onion,3431.46
2023-08-15,Erode Mandi,Onion,3257.54
2023-08-15,Tiruppur Mandi,Onion,3979.11
2023-08-15,Coimbatore Mandi,Potato,1628.37
2023-08-15,Erode Mandi,Potato,1562.94
2023-08-15,Tiruppur Mandi,Potato,1693.83
2023-08-15,Coimbatore Mandi,Tomato,2289.22
2023-08-15,Erode Mandi,Tomato,2080.71
2023-08-15,Tiruppur Mandi,Tomato,2612.44
2023-08-16,Coimbatore Mandi,Onion,3539.15
2023-08-16,Erode Mandi,Onion,3462.3
2023-08-16,Tiruppur Mandi,Onion,3878.88
2023-08-16,Coimbatore Mandi,Potato,1505.88
2023-08-16,Erode Mandi,Potato,1466.3
2023-08-16,Tiruppur Mandi,Potato,1746.52
2023-08-16,Coimbatore Mandi,Tomato,2404.37
2023-08-16,Erode Mandi,Tomato,2029.34
2023-08-16,Tiruppur Mandi,Tomato,2608.01
2023-08-17,Coimbatore Mandi,Onion,3444.8
2023-08-17,Erode Mandi,Onion,3360.65
2023-08-17,Tiruppur Mandi,Onion,3841.11
2023-08-17,Coimbatore Mandi,Potato,1615.57
2023-08-17,Erode Mandi,Potato,1500.75
2023-08-17,Tiruppur Mandi,Potato,1627.07
2023-08-17,Coimbatore Mandi,Tomato,2368.1
2023-08-17,Erode Mandi,Tomato,2293.71
2023-08-17,Tiruppur Mandi,Tomato,2621.87
2023-08-18,Coimbatore Mandi,Onion,3505.73
2023-08-18,Erode Mandi,Onion,4277.44
2023-08-18,Tiruppur Mandi,Onion,4314.8
2023-08-18,Coimbatore Mandi,Potato,1739.0
2023-08-18,Erode Mandi,Potato,1595.01
2023-08-18,Tiruppur Mandi,Potato,1782.9
2023-08-18,Coimbatore Mandi,Tomato,2328.16
2023-08-18,Erode Mandi,Tomato,2352.73
2023-08-18,Tiruppur Mandi,Tomato,2636.87
2023-08-19,Coimbatore Mandi,Onion,3646.15
2023-08-19,Erode Mandi,Onion,3279.32
2023-08-19,Tiruppur Mandi,Onion,3100.24
2023-08-19,Coimbatore Mandi,Potato,1594.46
2023-08-19,Erode Mandi,Potato,1528.31
2023-08-19,Tiruppur Mandi,Potato,1689.93
2023-08-19,Coimbatore Mandi,Tomato,2264.68
2023-08-19,Erode Mandi,Tomato,2080.12
2023-08-19,Tiruppur Mandi,Tomato,2362.77
2023-08-20,Coimbatore Mandi,Onion,3626.67
2023-08-20,Erode Mandi,Onion,3098.87
2023-08-20,Tiruppur Mandi,Onion,3732.81
2023-08-20,Coimbatore Mandi,Potato,1640.53
2023-08-20,Erode Mandi,Potato,1559.38
2023-08-20,Tiruppur Mandi,Potato,1738.54
2023-08-20,Coimbatore Mandi,Tomato,2340.34
2023-08-20,Erode Mandi,Tomato,2160.72
2023-08-20,Tiruppur Mandi,Tomato,2398.83
2023-08-21,Coimbatore Mandi,Onion,3637.55
2023-08-21,Erode Mandi,Onion,3405.08
2023-08-21,Tiruppur Mandi,Onion,3800.67
2023-08-21,Coimbatore Mandi,Potato,1648.13
2023-08-21,Erode Mandi,Potato,1573.4
2023-08-21,Tiruppur Mandi,Potato,1773.53
2023-08-21,Coimbatore Mandi,Tomato,2164.49
2023-08-21,Erode Mandi,Tomato,2195.13
2023-08-21,Tiruppur Mandi,Tomato,2600.28
2023-08-22,Coimbatore Mandi,Onion,3873.11
2023-08-22,Erode Mandi,Onion,3193.52
2023-08-22,Tiruppur Mandi,Onion,4102.71
2023-08-22,Coimbatore Mandi,Potato,1534.39
2023-08-22,Erode Mandi,Potato,1504.89
2023-08-22,Tiruppur Mandi,Potato,1639.26
2023-08-22,Coimbatore Mandi,Tomato,2293.39
2023-08-22,Erode Mandi,Tomato,2236.66
2023-08-22,Tiruppur Mandi,Tomato,2370.46
2023-08-23,Coimbatore Mandi,Onion,3775.32
2023-08-23,Erode Mandi,Onion,4073.61
2023-08-23,Tiruppur Mandi,Onion,4137.7
2023-08-23,Coimbatore Mandi,Potato,1812.62
2023-08-23,Erode Mandi,Potato,1612.61
2023-08-23,Tiruppur Mandi,Potato,1900.66
2023-08-23,Coimbatore Mandi,Tomato,2457.84
2023-08-23,Erode Mandi,Tomato,2285.26
2023-08-23,Tiruppur Mandi,Tomato,2944.41
2023-08-24,Coimbatore Mandi,Onion,4385.41
2023-08-24,Erode Mandi,Onion,3951.58
2023-08-24,Tiruppur Mandi,Onion,4778.07
2023-08-24,Coimbatore Mandi,Potato,1626.74
2023-08-24,Erode Mandi,Potato,1613.49
2023-08-24,Tiruppur Mandi,Potato,1683.93
2023-08-24,Coimbatore Mandi,Tomato,2485.62
2023-08-24,Erode Mandi,Tomato,2117.51
2023-08-24,Tiruppur Mandi,Tomato,2610.11
2023-08-25,Coimbatore Mandi,Onion,3326.77
2023-08-25,Erode Mandi,Onion,2920.84
2023-08-25,Tiruppur Mandi,Onion,3266.86
2023-08-25,Coimbatore Mandi,Potato,1451.75
2023-08-25,Erode Mandi,Potato,1422.07
2023-08-25,Tiruppur Mandi,Potato,1545.8
2023-08-25,Coimbatore Mandi,Tomato,2074.87
2023-08-25,Erode Mandi,Tomato,2080.24
2023-08-25,Tiruppur Mandi,Tomato,1921.64
2023-08-26,Coimbatore Mandi,Onion,3686.31
2023-08-26,Erode Mandi,Onion,3480.83
2023-08-26,Tiruppur Mandi,Onion,4118.81
2023-08-26,Coimbatore Mandi,Potato,1632.67
2023-08-26,Erode Mandi,Potato,1556.01
2023-08-26,Tiruppur Mandi,Potato,1769.27
2023-08-26,Coimbatore Mandi,Tomato,2116.97
2023-08-26,Erode Mandi,Tomato,2237.86
2023-08-26,Tiruppur Mandi,Tomato,2531.71
2023-08-27,Coimbatore Mandi,Onion,3541.31
2023-08-27,Erode Mandi,Onion,3173.27
2023-08-27,Tiruppur Mandi,Onion,4046.85
2023-08-27,Coimbatore Mandi,Potato,1485.28
2023-08-27,Erode Mandi,Potato,1385.33
2023-08-27,Tiruppur Mandi,Potato,1632.42
2023-08-27,Coimbatore Mandi,Tomato,2355.33
2023-08-27,Erode Mandi,Tomato,2170.14
2023-08-27,Tiruppur Mandi,Tomato,2222.07
2023-08-28,Coimbatore Mandi,Onion,3883.59
2023-08-28,Erode Mandi,Onion,3658.65
2023-08-28,Tiruppur Mandi,Onion,3973.85
2023-08-28,Coimbatore Mandi,Potato,1675.49
2023-08-28,Erode Mandi,Potato,1531.09
2023-08-28,Tiruppur Mandi,Potato,1759.21
2023-08-28,Coimbatore Mandi,Tomato,2314.06
2023-08-28,Erode Mandi,Tomato,2461.23
2023-08-28,Tiruppur Mandi,Tomato,2485.89
2023-08-29,Coimbatore Mandi,Onion,3486.31
2023-08-29,Erode Mandi,Onion,3281.95
2023-08-29,Tiruppur Mandi,Onion,4003.58
2023-08-29,Coimbatore Mandi,Potato,1514.2
2023-08-29,Erode Mandi,Potato,1413.6
2023-08-29,Tiruppur Mandi,Potato,1727.67
2023-08-29,Coimbatore Mandi,Tomato,2207.11
2023-08-29,Erode Mandi,Tomato,2135.98
2023-08-29,Tiruppur Mandi,Tomato,2272.6
2023-08-30,Coimbatore Mandi,Onion,4054.47
2023-08-30,Erode Mandi,Onion,2863.24
2023-08-30,Tiruppur Mandi,Onion,3920.02
2023-08-30,Coimbatore Mandi,Potato,1570.75
2023-08-30,Erode Mandi,Potato,1639.06
2023-08-30,Tiruppur Mandi,Potato,1624.2
2023-08-30,Coimbatore Mandi,Tomato,2260.93
2023-08-30,Erode Mandi,Tomato,2291.04
2023-08-30,Tiruppur Mandi,Tomato,2256.1
2023-08-31,Coimbatore Mandi,Onion,3607.8
2023-08-31,Erode Mandi,Onion,3169.15
2023-08-31,Tiruppur Mandi,Onion,3483.18
2023-08-31,Coimbatore Mandi,Potato,1596.18
2023-08-31,Erode Mandi,Potato,1517.24
2023-08-31,Tiruppur Mandi,Potato,1751.03
2023-08-31,Coimbatore Mandi,Tomato,2404.86
2023-08-31,Erode Mandi,Tomato,2169.86
2023-08-31,Tiruppur Mandi,Tomato,2600.13
2023-09-01,Coimbatore Mandi,Onion,3800.93
